交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/6/6,TXO,201906,12100,買權,0.3,0.3,0.3,0.3,225,0.3,1086,-,0.4,5,0.2,,一般
2019/6/6,TXO,201906,12100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12100,賣權,-,-,-,-,0,1730,0,-,-,-,-,,一般
2019/6/6,TXO,201906,12100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12200,買權,0.3,0.3,0.3,0.3,1,0.3,1436,-,0.4,72,0.3,,一般
2019/6/6,TXO,201906,12200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12200,賣權,-,-,-,-,0,1830,2,-,-,-,-,,一般
2019/6/6,TXO,201906,12200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12300,買權,0.2,0.2,0.2,0.2,20,0.2,435,-,0.4,2.1,0.2,,一般
2019/6/6,TXO,201906,12300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12300,賣權,-,-,-,-,0,1930,0,-,-,-,-,,一般
2019/6/6,TXO,201906,12300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12400,買權,-,-,-,-,0,0.1,1231,-,-,-,-,,一般
2019/6/6,TXO,201906,12400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12400,賣權,-,-,-,-,0,2030,1,-,-,-,-,,一般
2019/6/6,TXO,201906,12400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12500,買權,-,-,-,-,0,0.1,945,-,-,-,-,,一般
2019/6/6,TXO,201906,12500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12500,賣權,-,-,-,-,0,2130,0,-,-,-,-,,一般
2019/6/6,TXO,201906,12500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12600,買權,-,-,-,-,0,0.1,811,-,-,-,-,,一般
2019/6/6,TXO,201906,12600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12600,賣權,-,-,-,-,0,2230,0,-,-,-,-,,一般
2019/6/6,TXO,201906,12600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12700,買權,-,-,-,-,0,0.1,471,-,-,-,-,,一般
2019/6/6,TXO,201906,12700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12700,賣權,-,-,-,-,0,2330,0,-,-,-,-,,一般
2019/6/6,TXO,201906,12700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12800,買權,0.1,0.1,0.1,0.1,20,0.1,762,-,0.4,26.5,0.1,,一般
2019/6/6,TXO,201906,12800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,12800,賣權,-,-,-,-,0,2430,4,-,-,-,-,,一般
2019/6/6,TXO,201906,12800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,13000,買權,-,-,-,-,0,0.1,1328,-,-,-,-,,一般
2019/6/6,TXO,201906,13000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,13000,賣權,-,-,-,-,0,2630,2,-,-,-,-,,一般
2019/6/6,TXO,201906,13000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,13200,買權,-,-,-,-,0,0.1,6931,-,-,-,-,,一般
2019/6/6,TXO,201906,13200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,13200,賣權,-,-,-,-,0,2830,2,-,-,-,-,,一般
2019/6/6,TXO,201906,13200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,13400,買權,-,-,-,-,0,0.1,15119,-,-,-,-,,一般
2019/6/6,TXO,201906,13400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201906,13400,賣權,-,-,-,-,0,3030,2,-,-,-,-,,一般
2019/6/6,TXO,201906,13400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,8700,買權,-,-,-,-,0,1450,0,-,-,-,-,,一般
2019/6/6,TXO,201907,8700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,8700,賣權,8.9,9.5,8.2,8.3,137,8.3,812,8,8.5,15.5,7.7,,一般
2019/6/6,TXO,201907,8700,賣權,8,10,8,10,5,-,-,8,11,15.5,7.7,,盤後
2019/6/6,TXO,201907,8800,買權,-,-,-,-,0,1350,0,-,-,-,-,,一般
2019/6/6,TXO,201907,8800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,8800,賣權,11,11,9.5,10,80,10,755,9.5,10.5,23,9,,一般
2019/6/6,TXO,201907,8800,賣權,9.3,10,9.3,10,5,-,-,2.6,12,23,9,,盤後
2019/6/6,TXO,201907,8900,買權,-,-,-,-,0,1250,0,-,-,-,-,,一般
2019/6/6,TXO,201907,8900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,8900,賣權,13.5,13.5,11.5,12,35,12,290,8.1,12.5,39,10.5,,一般
2019/6/6,TXO,201907,8900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9000,買權,-,-,-,-,0,1150,0,-,-,-,-,,一般
2019/6/6,TXO,201907,9000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9000,賣權,16,16.5,13.5,14.5,44,14.5,332,14,14.5,44,6,,一般
2019/6/6,TXO,201907,9000,賣權,13.5,14,13.5,14,3,-,-,10.5,16.5,44,6,,盤後
2019/6/6,TXO,201907,9100,買權,-,-,-,-,0,1060,0,-,-,-,-,,一般
2019/6/6,TXO,201907,9100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9100,賣權,17,19.5,16.5,17.5,609,17.5,4057,11.5,18,48,15.5,,一般
2019/6/6,TXO,201907,9100,賣權,16,16.5,16,16.5,2,-,-,13,20,48,15.5,,盤後
2019/6/6,TXO,201907,9200,買權,-,-,-,-,0,960,0,-,-,-,-,,一般
2019/6/6,TXO,201907,9200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9200,賣權,21,24,19.5,22,174,22,804,18,22,66,11.5,,一般
2019/6/6,TXO,201907,9200,賣權,20,20.5,19.5,20.5,13,-,-,18,20.5,66,11.5,,盤後
2019/6/6,TXO,201907,9300,買權,-,-,-,-,0,865,20,-,-,-,-,,一般
2019/6/6,TXO,201907,9300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9300,賣權,28,30.5,25,26.5,124,26.5,2184,23.5,29,70,12,,一般
2019/6/6,TXO,201907,9300,賣權,23,24.5,23,24,16,-,-,21,27,70,12,,盤後
2019/6/6,TXO,201907,9400,買權,-,-,-,-,0,780,0,-,-,-,-,,一般
2019/6/6,TXO,201907,9400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9400,賣權,33.5,37.5,30,33.5,630,33.5,4150,33,35.5,73,22.5,,一般
2019/6/6,TXO,201907,9400,賣權,30,30,30,30,6,-,-,26.5,33.5,73,22.5,,盤後
2019/6/6,TXO,201907,9500,買權,-,-,-,-,0,690,1,-,-,-,-,,一般
2019/6/6,TXO,201907,9500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9500,賣權,43,47.5,40,42.5,360,42.5,1177,41.5,43,95,17.5,,一般
2019/6/6,TXO,201907,9500,賣權,39,40,35,40,63,-,-,34.5,40,95,17.5,,盤後
2019/6/6,TXO,201907,9600,買權,-,-,-,-,0,600,6,-,-,-,-,,一般
2019/6/6,TXO,201907,9600,買權,650,650,650,650,1,-,-,402,-,710,530,,盤後
2019/6/6,TXO,201907,9600,賣權,51,59,50,53,291,53,891,46.5,55,114,20,,一般
2019/6/6,TXO,201907,9600,賣權,46,51,43,50,39,-,-,41,51,114,20,,盤後
2019/6/6,TXO,201907,9700,買權,530,530,530,530,1,510,38,500,520,750,444,,一般
2019/6/6,TXO,201907,9700,買權,575,575,575,575,1,-,-,324,-,750,444,,盤後
2019/6/6,TXO,201907,9700,賣權,64,74,61,68,257,68,2704,67,69,131,20,,一般
2019/6/6,TXO,201907,9700,賣權,61,64,56,64,80,-,-,59,64,131,20,,盤後
2019/6/6,TXO,201907,9800,買權,432,432,426,432,3,432,138,419,437,665,378,,一般
2019/6/6,TXO,201907,9800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,9800,賣權,76,94,76,87,270,87,2888,88,94,158,26.5,,一般
2019/6/6,TXO,201907,9800,賣權,76,82,70,82,35,-,-,75,81,158,26.5,,盤後
2019/6/6,TXO,201907,9900,買權,380,380,349,349,16,349,141,347,360,905,284,,一般
2019/6/6,TXO,201907,9900,買權,411,411,411,411,20,-,-,194,1400,905,284,,盤後
2019/6/6,TXO,201907,9900,賣權,100,117,98,110,283,110,2696,106,117,187,31,,一般
2019/6/6,TXO,201907,9900,賣權,94,101,88,100,93,-,-,94,103,187,31,,盤後
2019/6/6,TXO,201907,10000,買權,305,312,280,289,61,281,278,277,289,510,231,,一般
2019/6/6,TXO,201907,10000,買權,344,344,336,336,22,-,-,310,695,510,231,,盤後
2019/6/6,TXO,201907,10000,賣權,124,149,123,140,1278,140,4079,136,145,230,37,,一般
2019/6/6,TXO,201907,10000,賣權,121,130,110,125,112,-,-,120,130,230,37,,盤後
2019/6/6,TXO,201907,10100,買權,240,242,216,220,237,220,688,211,225,750,169,,一般
2019/6/6,TXO,201907,10100,買權,274,288,262,262,26,-,-,262,288,750,169,,盤後
2019/6/6,TXO,201907,10100,賣權,157,187,157,176,3576,176,5895,177,187,273,46.5,,一般
2019/6/6,TXO,201907,10100,賣權,152,162,142,154,62,-,-,149,164,273,46.5,,盤後
2019/6/6,TXO,201907,10200,買權,197,197,162,168,283,168,1052,161,170,486,131,,一般
2019/6/6,TXO,201907,10200,買權,216,222,202,208,33,-,-,129,220,486,131,,盤後
2019/6/6,TXO,201907,10200,賣權,198,232,198,222,355,222,863,223,233,328,54,,一般
2019/6/6,TXO,201907,10200,賣權,191,201,179,196,73,-,-,178,201,328,54,,盤後
2019/6/6,TXO,201907,10300,買權,155,155,118,123,1315,123,1680,112,126,600,96,,一般
2019/6/6,TXO,201907,10300,買權,159,172,147,151,84,-,-,152,158,600,96,,盤後
2019/6/6,TXO,201907,10300,賣權,255,286,255,277,112,277,450,277,289,386,80,,一般
2019/6/6,TXO,201907,10300,賣權,235,253,224,247,70,-,-,200,255,386,80,,盤後
2019/6/6,TXO,201907,10400,買權,110,110,83,86,581,86,1007,80,87,540,69,,一般
2019/6/6,TXO,201907,10400,買權,116,126,109,111,65,-,-,111,120,540,69,,盤後
2019/6/6,TXO,201907,10400,賣權,317,350,317,347,67,347,964,342,347,451,82,,一般
2019/6/6,TXO,201907,10400,賣權,291,317,291,317,22,-,-,128,317,451,82,,盤後
2019/6/6,TXO,201907,10500,買權,80,80,56,59,614,59,2220,56,59,435,49,,一般
2019/6/6,TXO,201907,10500,買權,83,89,76,82,154,-,-,79,85,435,49,,盤後
2019/6/6,TXO,201907,10500,賣權,347,416,347,398,16,418,317,409,428,520,99,,一般
2019/6/6,TXO,201907,10500,賣權,356,356,346,347,4,-,-,162,396,520,99,,盤後
2019/6/6,TXO,201907,10600,買權,54,54,37.5,38,802,38,2518,37.5,38,379,33.5,,一般
2019/6/6,TXO,201907,10600,買權,56,62,52,59,108,-,-,55,60,379,33.5,,盤後
2019/6/6,TXO,201907,10600,賣權,480,495,472,495,15,495,192,490,510,600,118,,一般
2019/6/6,TXO,201907,10600,賣權,424,424,424,424,1,-,-,202,450,600,118,,盤後
2019/6/6,TXO,201907,10700,買權,38,38,24,26,683,26,3085,25,26.5,357,23,,一般
2019/6/6,TXO,201907,10700,買權,37,40,34,37.5,52,-,-,37.5,40,357,23,,盤後
2019/6/6,TXO,201907,10700,賣權,525,595,525,595,6,585,143,555,635,720,146,,一般
2019/6/6,TXO,201907,10700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,10800,買權,25,25,16,17,390,17,1754,16,17,295,16,,一般
2019/6/6,TXO,201907,10800,買權,25,27,23.5,23.5,62,-,-,24,25,295,16.5,,盤後
2019/6/6,TXO,201907,10800,賣權,-,-,-,-,0,675,125,-,-,-,-,,一般
2019/6/6,TXO,201907,10800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,10900,買權,15,15,11,12,302,12,1305,11,12,240,11,,一般
2019/6/6,TXO,201907,10900,買權,15.5,17.5,15.5,17,7,-,-,15.5,17,240,11,,盤後
2019/6/6,TXO,201907,10900,賣權,-,-,-,-,0,775,43,-,-,-,-,,一般
2019/6/6,TXO,201907,10900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11000,買權,9.9,9.9,7.5,8,149,8,1112,7.7,8.7,188,6,,一般
2019/6/6,TXO,201907,11000,買權,10.5,11,9.4,9.4,5,-,-,9.5,12,188,6,,盤後
2019/6/6,TXO,201907,11000,賣權,-,-,-,-,0,865,47,-,-,-,-,,一般
2019/6/6,TXO,201907,11000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11100,買權,6.4,7,5,5.4,67,5.4,672,2.5,5.5,144,5,,一般
2019/6/6,TXO,201907,11100,買權,7.9,7.9,7.9,7.9,1,-,-,5.4,7.9,144,6.3,,盤後
2019/6/6,TXO,201907,11100,賣權,-,-,-,-,0,960,1,-,-,-,-,,一般
2019/6/6,TXO,201907,11100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11200,買權,4.6,4.6,4.1,4.1,5,4.1,481,3.9,4.2,101,4.1,,一般
2019/6/6,TXO,201907,11200,買權,5.7,5.7,5.7,5.7,1,-,-,1.3,6,101,5,,盤後
2019/6/6,TXO,201907,11200,賣權,-,-,-,-,0,1060,2,-,-,-,-,,一般
2019/6/6,TXO,201907,11200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11300,買權,3.5,3.5,2.9,2.9,46,2.9,391,0.3,10,83,1,,一般
2019/6/6,TXO,201907,11300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11300,賣權,-,-,-,-,0,1160,1,-,-,-,-,,一般
2019/6/6,TXO,201907,11300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11400,買權,2.6,2.8,2.3,2.3,6,2.3,252,2.1,51,60,2.3,,一般
2019/6/6,TXO,201907,11400,買權,2.9,2.9,2.9,2.9,1,-,-,0.9,6,60,2.6,,盤後
2019/6/6,TXO,201907,11400,賣權,1250,1250,1250,1250,4,1260,2,1210,1310,1250,660,,一般
2019/6/6,TXO,201907,11400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11500,買權,2.2,2.2,1.9,1.9,10,1.9,211,-,3.7,36.5,1.9,,一般
2019/6/6,TXO,201907,11500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11500,賣權,-,-,-,-,0,1360,2,-,-,-,-,,一般
2019/6/6,TXO,201907,11500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11600,買權,-,-,-,-,0,1.7,247,-,-,-,-,,一般
2019/6/6,TXO,201907,11600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11600,賣權,-,-,-,-,0,1460,0,-,-,-,-,,一般
2019/6/6,TXO,201907,11600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11700,買權,-,-,-,-,0,1.6,533,-,-,-,-,,一般
2019/6/6,TXO,201907,11700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11700,賣權,-,-,-,-,0,1560,0,-,-,-,-,,一般
2019/6/6,TXO,201907,11700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11800,買權,-,-,-,-,0,1.5,364,-,-,-,-,,一般
2019/6/6,TXO,201907,11800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11800,賣權,-,-,-,-,0,1660,0,-,-,-,-,,一般
2019/6/6,TXO,201907,11800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11900,買權,-,-,-,-,0,1.4,329,-,-,-,-,,一般
2019/6/6,TXO,201907,11900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,11900,賣權,-,-,-,-,0,1760,0,-,-,-,-,,一般
2019/6/6,TXO,201907,11900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12000,買權,-,-,-,-,0,1.3,188,-,-,-,-,,一般
2019/6/6,TXO,201907,12000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12000,賣權,-,-,-,-,0,1860,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12100,買權,-,-,-,-,0,1.2,514,-,-,-,-,,一般
2019/6/6,TXO,201907,12100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12100,賣權,-,-,-,-,0,1960,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12200,買權,-,-,-,-,0,1.1,575,-,-,-,-,,一般
2019/6/6,TXO,201907,12200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12200,賣權,-,-,-,-,0,2060,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12300,買權,-,-,-,-,0,1,120,-,-,-,-,,一般
2019/6/6,TXO,201907,12300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12300,賣權,-,-,-,-,0,2160,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12400,買權,-,-,-,-,0,0.9,675,-,-,-,-,,一般
2019/6/6,TXO,201907,12400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12400,賣權,-,-,-,-,0,2260,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12500,買權,-,-,-,-,0,0.1,160,-,-,-,-,,一般
2019/6/6,TXO,201907,12500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12500,賣權,-,-,-,-,0,2360,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12600,買權,-,-,-,-,0,0.1,120,-,-,-,-,,一般
2019/6/6,TXO,201907,12600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12600,賣權,-,-,-,-,0,2460,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12700,買權,-,-,-,-,0,0.1,315,-,-,-,-,,一般
2019/6/6,TXO,201907,12700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12700,賣權,-,-,-,-,0,2560,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12800,買權,0.6,0.6,0.6,0.6,75,0.1,921,-,49,0.7,0.2,,一般
2019/6/6,TXO,201907,12800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201907,12800,賣權,-,-,-,-,0,2660,0,-,-,-,-,,一般
2019/6/6,TXO,201907,12800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,8700,買權,-,-,-,-,0,1330,0,-,-,-,-,,一般
2019/6/6,TXO,201908,8700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,8700,賣權,28,29,25.5,26.5,29,26.5,167,10.5,27,40,24,,一般
2019/6/6,TXO,201908,8700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,8800,買權,-,-,-,-,0,1240,0,-,-,-,-,,一般
2019/6/6,TXO,201908,8800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,8800,賣權,32.5,32.5,32.5,32.5,1,32.5,75,13.5,33,49,20.5,,一般
2019/6/6,TXO,201908,8800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,8900,買權,-,-,-,-,0,1140,0,-,-,-,-,,一般
2019/6/6,TXO,201908,8900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,8900,賣權,39,40,37.5,37.5,9,37.5,93,25,40,57,33.5,,一般
2019/6/6,TXO,201908,8900,賣權,35,35,35,35,2,-,-,16,84,57,33.5,,盤後
2019/6/6,TXO,201908,9000,買權,-,-,-,-,0,1050,0,-,-,-,-,,一般
2019/6/6,TXO,201908,9000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9000,賣權,46,47,43,46,16,46,122,19.5,95,66,38,,一般
2019/6/6,TXO,201908,9000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9100,買權,-,-,-,-,0,960,0,-,-,-,-,,一般
2019/6/6,TXO,201908,9100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9100,賣權,54,57,50,53,73,53,92,52,101,75,49.5,,一般
2019/6/6,TXO,201908,9100,賣權,49.5,49.5,49.5,49.5,12,-,-,24,98,75,49.5,,盤後
2019/6/6,TXO,201908,9200,買權,-,-,-,-,0,865,0,-,-,-,-,,一般
2019/6/6,TXO,201908,9200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9200,賣權,66,67,61,61,4,61,83,28.5,110,88,55,,一般
2019/6/6,TXO,201908,9200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9300,買權,805,805,805,805,1,780,2,735,840,805,720,,一般
2019/6/6,TXO,201908,9300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9300,賣權,76,77,71,77,70,77,112,33.5,122,102,63,,一般
2019/6/6,TXO,201908,9300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9400,買權,-,-,-,-,0,695,0,-,-,-,-,,一般
2019/6/6,TXO,201908,9400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9400,賣權,95,95,90,92,11,92,92,51,133,136,80,,一般
2019/6/6,TXO,201908,9400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9500,買權,-,-,-,-,0,615,0,-,-,-,-,,一般
2019/6/6,TXO,201908,9500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9500,賣權,108,112,106,112,7,112,183,101,113,159,90,,一般
2019/6/6,TXO,201908,9500,賣權,96,96,96,96,1,-,-,95,555,159,90,,盤後
2019/6/6,TXO,201908,9600,買權,-,-,-,-,0,535,6,-,-,-,-,,一般
2019/6/6,TXO,201908,9600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9600,賣權,128,133,120,133,8,133,160,122,141,179,110,,一般
2019/6/6,TXO,201908,9600,賣權,115,115,115,115,2,-,-,112,1140,179,110,,盤後
2019/6/6,TXO,201908,9700,買權,-,-,-,-,0,461,11,-,-,-,-,,一般
2019/6/6,TXO,201908,9700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9700,賣權,155,161,150,159,9,159,129,147,167,212,137,,一般
2019/6/6,TXO,201908,9700,賣權,137,137,137,137,1,-,-,141,1160,212,137,,盤後
2019/6/6,TXO,201908,9800,買權,-,-,-,-,0,400,7,-,-,-,-,,一般
2019/6/6,TXO,201908,9800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9800,賣權,-,-,-,-,0,194,165,-,-,-,-,,一般
2019/6/6,TXO,201908,9800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9900,買權,-,-,-,-,0,338,20,-,-,-,-,,一般
2019/6/6,TXO,201908,9900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,9900,賣權,-,-,-,-,0,232,43,-,-,-,-,,一般
2019/6/6,TXO,201908,9900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10000,買權,-,-,-,-,0,267,19,-,-,-,-,,一般
2019/6/6,TXO,201908,10000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10000,賣權,267,267,262,262,2,262,19,252,280,320,216,,一般
2019/6/6,TXO,201908,10000,賣權,220,225,220,225,2,-,-,199,285,320,216,,盤後
2019/6/6,TXO,201908,10100,買權,-,-,-,-,0,225,8,-,-,-,-,,一般
2019/6/6,TXO,201908,10100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10100,賣權,298,302,298,302,11,319,30,297,326,364,259,,一般
2019/6/6,TXO,201908,10100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10200,買權,188,191,171,173,12,173,43,160,180,306,148,,一般
2019/6/6,TXO,201908,10200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10200,賣權,357,371,350,371,31,371,33,353,381,396,303,,一般
2019/6/6,TXO,201908,10200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10300,買權,143,143,136,136,4,136,21,123,142,191,135,,一般
2019/6/6,TXO,201908,10300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10300,賣權,424,438,424,438,3,430,56,414,443,515,340,,一般
2019/6/6,TXO,201908,10300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10400,買權,111,112,102,103,17,103,52,100,105,190,88,,一般
2019/6/6,TXO,201908,10400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10400,賣權,480,480,478,478,12,496,23,486,515,535,406,,一般
2019/6/6,TXO,201908,10400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
