105	T1	20180823	20180824	1APVD700	1440	417.1	1096.9898	1042.598616	0.79	0.92	24	2018/8/24 下午 01:17:19	168	58.4728	61.5671
106	T1	20180823	20180824	1APVD800	1440	642.53	1320.3795	1286.487025	0.85	0.95	24	2018/8/24 下午 01:17:19	550	52.9412	68
107	T1	20180823	20180824	1APVD900	962.98	242.27	807.5782	762.353544	0.79	0.92	24	2018/8/24 下午 01:17:19	173	55.6022	64.7457
108	T1	20180823	20180824	1ASTR100	1440	552.98	1344.6625	1328.82885	0.95	0.98	24	2018/8/24 下午 01:17:19	649	75	48
109	T1	20180823	20180824	1ASTR200	1314.73	1068.13	1288.131	1283.73098	0.95	0.98	24	2018/8/24 下午 01:17:19	1247	75	48
110	T1	20180823	20180824	1ASTR300	1347.88	1280.48	1344.51	1343.2294	0.95	0.98	24	2018/8/24 下午 01:17:19	1539	75	48
111	T1	20180823	20180824	1ASTR400	1440	1378.83	1432.41	1431.3384	0.95	0.98	24	2018/8/24 下午 01:17:19	1623	75	48
112	T1	20180823	20180824	1ASTR500	1440	1302.6	1423.915	1421.4887	0.95	0.98	24	2018/8/24 下午 01:17:19	1524	75	48
113	T1	20180823	20180824	1ASTR600	1440	1022.8	1387.98	1380.6764	0.95	0.98	24	2018/8/24 下午 01:17:19	996	75	48
114	T1	20180823	20180824	1ASTR700	1440	1182.98	1424.5365	1419.70537	0.95	0.98	24	2018/8/24 下午 01:17:19	1388	75	48
115	T1	20180823	20180824	1ASTR800	1440	1302.87	1424.071	1421.64698	0.95	0.98	24	2018/8/24 下午 01:17:19	1556	75	48
116	T1	20180823	20180824	1ASTR900	1437.44	138.07	1340.4375	1316.39015	0.95	0.98	24	2018/8/24 下午 01:17:19	100	75	48
117	T1	20180823	20180824	1ASTRB00	1440.01	977.12	1384.214	1376.07212	0.95	0.98	24	2018/8/24 下午 01:17:19	1086	75	48
118	T1	20180823	20180824	1ATES100	1440	1415.68	1438.2976	1437.16672	0.93	0.95	24	2018/8/24 下午 01:17:19	123	18	200
119	T1	20180823	20180824	1ATES200	1420.84	1405.77	1419.7851	1419.084345	0.93	0.95	24	2018/8/24 下午 01:17:19	226	13.5921	264.86
120	T1	20180823	20180824	1ATES300	1440	1432.62	1439.4834	1439.14023	0.93	0.95	24	2018/8/24 下午 01:17:19	190	11.6411	309.25
121	T1	20180823	20180824	1ATES400	1440	1438.52	1439.8964	1439.82758	0.93	0.95	24	2018/8/24 下午 01:17:19	16	8.7379	412
122	T1	20180823	20180824	1ATES500	1439.97	1435.9	1439.6851	1439.495845	0.93	0.95	24	2018/8/24 下午 01:17:19	17	9.3506	385
123	T1	20180823	20180824	1ATES600	1400.88	1385.6	1399.8104	1399.09988	0.93	0.95	24	2018/8/24 下午 01:17:19	75	8.2438	436.6933
124	T1	20180823	20180824	1ATES800	1389.37	1389.37	1389.37	1389.37	0.93	0.95	24	2018/8/24 下午 01:17:19	131	8	450
125	T1	20180823	20180824	1AWET100	1415.42	1177.78	1404.50784158801	1388.50120989406	0.960833333	0.929401561	24	2018/8/24 下午 01:17:19	902	66.4149	54.2047
126	T1	20180823	20180824	1AWET200	1386.4	1246.05	1375.26286662184	1366.14063993962	0.960833333	0.929401561	24	2018/8/24 下午 01:17:19	1141	58.929	61.0905
127	T1	20180823	20180824	1AWET300	1415.14	1368.72	1411.11196665196	1408.11915998019	0.960833333	0.929401561	24	2018/8/24 下午 01:17:19	1000	52.9622	67.973
128	T1	20180823	20180824	1AWET400	1437.81	771.98	1411.73165811139	1366.56618970106	0.960833333	0.929401561	24	2018/8/24 下午 01:17:19	521	64.2857	56
129	T1	20180823	20180824	1AWET500	1440	863.52	1358.195	1348.3015	0.94	0.98	24	2018/8/24 下午 01:17:19	788	63.9538	56.2906
130	T1	20180823	20180824	1AWET600	1440	818.1	1343.2028	1332.700744	0.94	0.98	24	2018/8/24 下午 01:17:19	727	61.5124	58.5248
131	T1	20180823	20180824	1AWET700	1440	1020.07	1421.53499152739	1393.19218981241	0.960833333	0.929401561	24	2018/8/24 下午 01:17:19	830	66.3994	54.2174
132	T1	20180823	20180824	1AWET800	1427.03	734.7	1385.4902	1372.474396	0.94	0.98	24	2018/8/24 下午 01:17:19	706	66.1768	54.3997
133	T1	20180823	20180824	1AWET900	282.43	234.25	279.5392	278.633416	0.94	0.98	24	2018/8/24 下午 01:17:19	299	69.3211	51.9323
